Date,Score,Median,i-day,M-day,Ties,N <,N >,Need
,"118,150","117,170",B757,"118,120",2,383,383,2
,"119,350","117,170",B757,"118,135",2,383,384,1
,"117,570","117,175",B757,"118,120",0,385,385,0
,"119,200","117,180",B757,"118,135",2,385,384,3
,"114,500","117,175",B757,"118,120",0,386,386,0
,"115,600","117,170",B757,"118,075",2,385,386,1
,"67,370","117,170",B757,"118,030",2,386,386,2
,"109,580","117,170",B757,"117,980",2,387,386,3
1/18/22 12:00 AM,"118,950","117,170",B777,"118,950",2,387,387,2
,"114,580","117,170",B777,"116,765",2,388,387,3
,"119,250","117,170",B777,"118,950",2,388,388,2
,"118,670","117,170",B777,"118,810",2,388,389,1
,"121,250","117,175",B777,"118,950",0,390,390,0
,"115,070","117,170",B777,"118,810",2,389,390,1
,"114,550","117,170",B777,"118,670",2,390,390,2
,"91,610","117,170",B777,"116,870",2,391,390,3
,"118,440","117,170",B777,"118,440",2,391,391,2
,"116,440","117,170",B777,"117,440",2,392,391,3
,"116,150","117,165",B777,"116,440",0,393,393,0
,"119,470","117,170",B777,"117,440",2,393,392,3
,"94,310","117,165",B777,"116,440",0,394,394,0
,"117,970","117,170",B777,"117,205",2,394,393,3
,"121,790","117,170",B777,"117,970",2,394,394,2
,"117,840","117,170",B777,"117,905",2,394,395,1
,"70,320","117,170",B777,"117,840",2,395,395,2
1/19/22 12:00 AM,"119,450","117,170",B794,"119,450",2,395,396,1
,"103,510","117,170",B794,"111,480",2,396,396,2
,"119,960","117,170",B794,"119,450",2,396,397,1
,"119,700","117,175",B794,"119,575",0,398,398,0
,"120,590","117,180",B794,"119,700",2,398,397,3
,"122,330","117,180",B794,"119,830",2,398,398,2
,"105,390","117,180",B794,"119,700",2,399,398,3
,"117,970","117,180",B794,"119,575",2,399,399,2
,"118,890","117,180",B794,"119,450",2,399,400,1
,"119,090","117,185",B794,"119,270",0,401,401,0
,"118,870","117,190",B794,"119,090",2,401,400,3
,"105,720","117,185",B794,"118,990",0,402,402,0
1/20/22 12:00 AM,"103,860","117,180",B806,"103,860",2,401,402,1
,"121,720","117,185",B806,"112,790",0,403,403,0
,"42,230","117,180",B806,"103,860",2,402,403,1
,"119,570","117,185",B806,"111,715",0,404,404,0
,"99,400","117,180",B806,"103,860",2,403,404,1
,"118,380","117,185",B806,"111,120",0,405,405,0
,"84,940","117,180",B806,"103,860",2,404,405,1
,"84,940","117,180",B806,"101,630",2,405,405,2
,"110,930","117,180",B806,"103,860",2,406,405,3
,"71,800","117,175",B806,"101,630",0,407,407,0
,"120,990","117,180",B806,"103,860",2,407,406,3
,"112,930","117,175",B806,"107,395",0,408,408,0
,"117,200","117,180",B806,"110,930",2,408,407,3
,"117,750","117,180",B806,"111,930",2,408,408,2
,"116,900","117,180",B806,"112,930",2,409,408,3
,"115,330","117,175",B806,"114,130",0,410,410,0
,"120,050","117,180",B806,"115,330",2,410,409,3
,"105,670","117,175",B806,"114,130",0,411,411,0
1/21/22 12:00 AM,"119,000","117,180",B824,"119,000",2,411,410,3
,"118,580","117,180",B824,"118,790",2,411,411,2
,"98,290","117,180",B824,"118,580",2,412,411,3
,"116,240","117,175",B824,"117,410",0,413,413,0
,"116,090","117,170",B824,"116,240",2,412,413,1
,"118,720","117,175",B824,"117,410",0,414,414,0
,"118,920","117,180",B824,"118,580",2,414,413,3
,"117,220","117,180",B824,"117,900",2,414,414,2
,"105,810","117,180",B824,"117,220",2,415,414,3
,"118,700","117,180",B824,"117,900",2,415,415,2
,"119,800","117,180",B824,"118,580",2,415,416,1
,"112,510","117,180",B824,"117,900",2,416,416,2
1/22/22 12:00 AM,"120,160","117,180",B836,"120,160",2,416,417,1
,"106,590","117,180",B836,"113,375",2,417,417,2
,"118,030","117,180",B836,"118,030",2,417,418,1
,"120,490","117,185",B836,"119,095",0,419,419,0
,"100,120","117,180",B836,"118,030",2,418,419,1
,"114,770","117,180",B836,"116,400",2,419,419,2
,"118,430","117,180",B836,"118,030",2,419,420,1
,"111,920","117,180",B836,"116,400",2,420,420,2
,"117,810","117,180",B836,"117,810",2,420,421,1
,"112,390","117,180",B836,"116,290",2,421,421,2
,"110,240","117,180",B836,"114,770",2,422,421,3
,"113,080","117,175",B836,"113,925",0,423,423,0
,"116,430","117,170",B836,"114,770",2,422,423,1
,"109,500","117,170",B836,"113,925",2,423,423,2
,"120,380","117,170",B836,"114,770",2,423,424,1
,"80,840","117,170",B836,"113,925",2,424,424,2
1/23/22 12:00 AM,"116,300","117,170",B852,"116,300",2,425,424,3
,"110,470","117,165",B852,"113,385",0,426,426,0
,"114,950","117,160",B852,"114,950",1,426,426,1
,"99,700","117,155",B852,"112,710",0,427,427,0
,"118,970","117,160",B852,"114,950",1,427,427,1
,"119,740","117,165",B852,"115,625",0,428,428,0
,"113,410","117,160",B852,"114,950",1,428,428,1
,"105,210","117,155",B852,"114,180",0,429,429,0
,"93,320","117,150",B852,"113,410",1,429,429,1
,"116,990","117,130",B852,"114,180",0,430,430,0
,"117,380","117,150",B852,"114,950",1,430,430,1
,"120,500","117,155",B852,"115,625",0,431,431,0
,"120,920","117,160",B852,"116,300",1,431,431,1
,"112,620","117,155",B852,"115,625",0,432,432,0
,"116,110","117,150",B852,"116,110",1,432,432,1
,"119,650","117,155",B852,"116,205",0,433,433,0
,"117,200","117,160",B852,"116,300",1,433,433,1
,"108,280","117,155",B852,"116,205",0,434,434,0
,"119,430","117,160",B852,"116,300",1,434,434,1
,"110,850","117,155",B852,"116,205",0,435,435,0
,"110,240","117,150",B852,"116,110",1,435,435,1
,"120,060","117,155",B852,"116,205",0,436,436,0
,"120,820","117,160",B852,"116,300",1,436,436,1
,"112,010","117,155",B852,"116,205",0,437,437,0
,"115,250","117,150",B852,"116,110",1,437,437,1
1/24/22 12:00 AM,"93,620","117,130",B877,"93,620",0,438,438,0
,"117,390","117,150",B877,"105,505",1,438,438,1
,"119,020","117,155",B877,"117,390",0,439,439,0
,"118,020","117,160",B877,"117,705",1,439,439,1
,"118,660","117,165",B877,"118,020",0,440,440,0
,"100,630","117,160",B877,"117,705",1,440,440,1
,"73,470","117,155",B877,"117,390",0,441,441,0
,"120,220","117,160",B877,"117,705",1,441,441,1
,"115,380","117,155",B877,"117,390",0,442,442,0
,"116,640","117,150",B877,"117,015",1,442,442,1
,"119,100","117,155",B877,"117,390",0,443,443,0
,"100,980","117,150",B877,"117,015",1,443,443,1
,"116,520","117,130",B877,"116,640",0,444,444,0
,"120,480","117,150",B877,"117,015",1,444,444,1
,"110,920","117,130",B877,"116,640",0,445,445,0
,"116,430","117,110",B877,"116,580",1,445,445,1
,"118,370","117,130",B877,"116,640",0,446,446,0
,"120,090","117,150",B877,"117,015",1,446,446,1
,"118,020","117,155",B877,"117,390",0,447,447,0
,"114,990","117,150",B877,"117,015",1,447,447,1
,"108,880","117,130",B877,"116,640",0,448,448,0
,"116,480","117,110",B877,"116,580",1,448,448,1
,"119,290","117,130",B877,"116,640",0,449,449,0
,740,"117,110",B877,"116,580",1,449,449,1
1/25/22 12:00 AM,"115,990","117,095",B901,"115,990",0,450,450,0
,"99,960","117,080",B901,"107,975",1,450,450,1
,"111,680","117,075",B901,"111,680",0,451,451,0
,"81,000","117,070",B901,"105,820",3,449,451,1
,"89,660","117,070",B901,"99,960",3,450,451,2
,"117,720","117,070",B901,"105,820",3,450,452,1
,"102,550","117,070",B901,"102,550",3,451,452,2
,"119,520","117,070",B901,"107,115",3,451,453,1
,"117,770","117,075",B901,"111,680",0,454,454,0
,"116,840","117,070",B901,"113,835",3,452,454,1
,"120,530","117,075",B901,"115,990",0,455,455,0
,"82,100","117,070",B901,"113,835",3,453,455,1
,"121,900","117,075",B901,"115,990",0,456,456,0
,"116,300","117,070",B901,"116,145",3,454,456,1
,"120,090","117,075",B901,"116,300",0,457,457,0
,"117,560","117,080",B901,"116,570",1,457,457,1
,"118,840","117,095",B901,"116,840",0,458,458,0
,"117,840","117,110",B901,"117,200",1,458,458,1
,"117,440","117,130",B901,"117,440",0,459,459,0
,"117,760","117,150",B901,"117,500",1,459,459,1
,"117,220","117,155",B901,"117,440",0,460,460,0
,"120,410","117,160",B901,"117,500",1,460,460,1
,"119,570","117,165",B901,"117,560",0,461,461,0
,"109,700","117,160",B901,"117,500",1,461,461,1
,"114,870","117,155",B901,"117,440",0,462,462,0
,"120,670","117,160",B901,"117,500",1,462,462,1
,"104,710","117,155",B901,"117,440",0,463,463,0
,"118,650","117,160",B901,"117,500",1,463,463,1
,"115,140","117,155",B901,"117,440",0,464,464,0
,"115,460","117,150",B901,"117,330",1,464,464,1
,"119,780","117,155",B901,"117,440",0,465,465,0
,"119,360","117,160",B901,"117,500",1,465,465,1
,"119,480","117,165",B901,"117,560",0,466,466,0
,"113,150","117,160",B901,"117,500",1,466,466,1
1/27/22 12:00 AM,"121,090","117,165",B935,"121,090",0,467,467,0
,"118,180","117,170",B935,"119,635",2,467,466,3
,"110,340","117,165",B935,"118,180",0,468,468,0
,"108,380","117,160",B935,"114,260",1,468,468,1
,"116,950","117,155",B935,"116,950",0,469,469,0
,"120,430","117,160",B935,"117,565",1,469,469,1
,"119,850","117,165",B935,"118,180",0,470,470,0
,"112,720","117,160",B935,"117,565",1,470,470,1
,"115,500","117,155",B935,"116,950",0,471,471,0
,"109,060","117,150",B935,"116,225",1,471,471,1
,"109,660","117,130",B935,"115,500",0,472,472,0
,"117,040","117,110",B935,"116,225",1,472,472,1
,"114,640","117,095",B935,"115,500",0,473,473,0
,"119,750","117,110",B935,"116,225",1,473,473,1
,"115,580","117,095",B935,"115,580",0,474,474,0
,"117,820","117,110",B935,"116,265",1,474,474,1
,"119,900","117,130",B935,"116,950",0,475,475,0
,"119,040","117,150",B935,"116,995",1,475,475,1
,"118,010","117,155",B935,"117,040",0,476,476,0
,"101,940","117,150",B935,"116,995",1,476,476,1
,"73,760","117,130",B935,"116,950",0,477,477,0
,"98,380","117,110",B935,"116,265",1,477,477,1
,"115,880","117,095",B935,"115,880",0,478,478,0
,"121,080","117,110",B935,"116,415",1,478,478,1
,"110,020","117,095",B935,"115,880",0,479,479,0
,"117,510","117,110",B935,"116,415",1,479,479,1
,"117,570","117,130",B935,"116,950",0,480,480,0
,"116,280","117,110",B935,"116,615",1,480,480,1
1/28/22 12:00 AM,"106,270","117,095",B963,"106,270",0,481,481,0
,"104,850","117,080",B963,"105,560",1,481,481,1
,"118,390","117,095",B963,"106,270",0,482,482,0
,"116,080","117,080",B963,"111,175",1,482,482,1
,"117,100","117,090",B963,"116,080",0,483,483,0
,"115,540","117,080",B963,"115,810",1,483,483,1
,"121,630","117,090",B963,"116,080",0,484,484,0
,"111,320","117,080",B963,"115,810",1,484,484,1
,"119,580","117,090",B963,"116,080",0,485,485,0
,"118,300","117,100",B963,"116,590",1,485,485,1
,"116,310","117,090",B963,"116,310",0,486,486,0
,"117,660","117,100",B963,"116,705",1,486,486,1
,"115,740","117,090",B963,"116,310",0,487,487,0
,"113,840","117,080",B963,"116,195",1,487,487,1
,"112,060","117,075",B963,"116,080",0,488,488,0
,"89,060","117,070",B963,"115,910",3,486,488,1
,"119,270","117,075",B963,"116,080",0,489,489,0
,"118,220","117,080",B963,"116,195",1,489,489,1
,"119,520","117,090",B963,"116,310",0,490,490,0
,"119,680","117,100",B963,"116,705",1,490,490,1
,"115,100","117,090",B963,"116,310",0,491,491,0
1/29/22 12:00 AM,"119,450","117,100",B984,"119,450",1,491,491,1
,"87,000","117,090",B984,"103,225",0,492,492,0
,"119,690","117,100",B984,"119,450",1,492,492,1
,"118,060","117,105",B984,"118,755",0,493,493,0
,"116,950","117,100",B984,"118,060",1,493,493,1
,"114,420","117,090",B984,"117,505",0,494,494,0
,"110,420","117,080",B984,"116,950",1,494,494,1
,"119,500","117,090",B984,"117,505",0,495,495,0
,"103,720","117,080",B984,"116,950",1,495,495,1
1/30/22 12:00 AM,"119,200","117,090",B993,"119,200",0,496,496,0
,"118,880","117,100",B993,"119,040",1,496,496,1
,"112,480","117,090",B993,"118,880",0,497,497,0
,"107,810","117,080",B993,"115,680",1,497,497,1
,"113,730","117,075",B993,"113,730",0,498,498,0
,"117,210","117,080",B993,"115,470",1,498,498,1
,"120,160","117,090",B993,"117,210",0,499,499,0
,"116,490","117,080",B993,"116,850",1,499,499,1
,"118,040","117,090",B993,"117,210",0,500,500,0
,"117,740","117,100",B993,"117,475",1,500,500,1
,"116,130","117,090",B993,"117,210",0,501,501,0
,"118,920","117,100",B993,"117,475",1,501,501,1
1/31/22 12:00 AM,"78,800","117,090",B1005,"78,800",0,502,502,0
,"117,950","117,100",B1005,"98,375",1,502,502,1
,"117,310","117,105",B1005,"117,310",0,503,503,0
,"121,620","117,110",B1005,"117,630",1,503,503,1
,"114,540","117,105",B1005,"117,310",0,504,504,0
,"96,330","117,100",B1005,"115,925",1,504,504,1
,"120,100","117,105",B1005,"117,310",0,505,505,0
,"107,060","117,100",B1005,"115,925",1,505,505,1
,"119,160","117,105",B1005,"117,310",0,506,506,0
,"118,860","117,110",B1005,"117,630",1,506,506,1
,"118,880","117,130",B1005,"117,950",0,507,507,0
,"118,990","117,150",B1005,"118,405",1,507,507,1
,"115,450","117,130",B1005,"117,950",0,508,508,0
,"112,880","117,110",B1005,"117,630",1,508,508,1
,"116,330","117,105",B1005,"117,310",0,509,509,0
,"53,160","117,100",B1005,"116,820",1,509,509,1
,"114,130","117,090",B1005,"116,330",0,510,510,0
2/1/22 12:00 AM,"110,980","117,080",B1022,"110,980",1,510,510,1
,"118,770","117,090",B1022,"114,875",0,511,511,0
,"115,980","117,080",B1022,"115,980",1,511,511,1
,"105,290","117,075",B1022,"113,480",0,512,512,0
,"118,960","117,080",B1022,"115,980",1,512,512,1
,"95,600","117,075",B1022,"113,480",0,513,513,0
,"115,410","117,070",B1022,"115,410",3,511,513,1
,"105,520","117,070",B1022,"113,195",3,512,513,2
2/2/22 12:00 AM,"114,800","117,070",B1030,"114,800",3,513,513,3
,"114,020","117,070",B1030,"114,410",3,514,513,4
,"117,460","117,070",B1030,"114,800",3,514,514,3
,"118,540","117,070",B1030,"116,130",3,514,515,2
,"114,470","117,070",B1030,"114,800",3,515,515,3
,"118,810","117,070",B1030,"116,130",3,515,516,2
,"116,440","117,070",B1030,"116,440",3,516,516,3
,"79,760","117,070",B1030,"115,620",3,517,516,4
2/3/22 12:00 AM,"120,510","117,070",B1038,"120,510",3,517,517,3
,"120,820","117,070",B1038,"120,665",3,517,518,2
,"120,440","117,070",B1038,"120,510",3,517,519,1
,"120,520","117,075",B1038,"120,515",0,520,520,0
,"117,850","117,080",B1038,"120,510",1,520,520,1
,"116,580","117,075",B1038,"120,475",0,521,521,0
,"118,920","117,080",B1038,"120,440",1,521,521,1
,"119,600","117,090",B1038,"120,020",0,522,522,0
,"115,120","117,080",B1038,"119,600",1,522,522,1
,"109,710","117,075",B1038,"119,260",0,523,523,0
2/4/22 12:00 AM,"119,990","117,080",B1048,"119,990",1,523,523,1
,"116,920","117,075",B1048,"118,455",0,524,524,0
,"120,670","117,080",B1048,"119,990",1,524,524,1
,"103,010","117,075",B1048,"118,455",0,525,525,0
,"94,960","117,070",B1048,"116,920",3,523,525,1
,"110,500","117,070",B1048,"113,710",3,524,525,2
,"89,470","117,070",B1048,"110,500",3,525,525,3
,"95,410","117,070",B1048,"106,755",3,526,525,4
2/5/22 12:00 AM,"117,060","117,070",B1056,"117,060",3,527,525,5
,"120,880","117,070",B1056,"118,970",3,527,526,4
,"116,240","117,070",B1056,"117,060",3,528,526,5
,"119,600","117,070",B1056,"118,330",3,528,527,4
,"98,980","117,070",B1056,"117,060",3,529,527,5
,"118,910","117,070",B1056,"117,985",3,529,528,4
,"117,400","117,070",B1056,"117,400",3,529,529,3
,"118,540","117,070",B1056,"117,970",3,529,530,2
,"116,020","117,070",B1056,"117,400",3,530,530,3
,"116,370","117,070",B1056,"117,230",3,531,530,4
,"117,240","117,070",B1056,"117,240",3,531,531,3
,"118,260","117,070",B1056,"117,320",3,531,532,2
,"114,280","117,070",B1056,"117,240",3,532,532,3
,"118,740","117,070",B1056,"117,320",3,532,533,2
,"114,450","117,070",B1056,"117,240",3,533,533,3
,"118,010","117,070",B1056,"117,320",3,533,534,2
,"118,640","117,070",B1056,"117,400",3,533,535,1
,"91,440","117,070",B1056,"117,320",3,534,535,2
,"113,880","117,070",B1056,"117,240",3,535,535,3
,"119,100","117,070",B1056,"117,320",3,535,536,2
,"108,210","117,070",B1056,"117,240",3,536,536,3
,"104,100","117,070",B1056,"117,150",3,537,536,4
2/6/22 12:00 AM,"119,970","117,070",B1078,"119,970",3,537,537,3
,"119,090","117,070",B1078,"119,530",3,537,538,2
,"120,870","117,070",B1078,"119,970",3,537,539,1
,"120,260","117,075",B1078,"120,115",0,540,540,0
2/7/22 12:00 AM,"119,160","117,080",B1082,"119,160",1,540,540,1
,"94,690","117,075",B1082,"106,925",0,541,541,0
,"117,860","117,080",B1082,"117,860",1,541,541,1
,"103,990","117,075",B1082,"110,925",0,542,542,0
,"115,810","117,070",B1082,"115,810",3,540,542,1
,"107,490","117,070",B1082,"111,650",3,541,542,2
,"118,530","117,070",B1082,"115,810",3,541,543,1
,"116,270","117,070",B1082,"116,040",3,542,543,2
2/8/22 12:00 AM,"120,740","117,070",B1090,"120,740",3,542,544,1
,"117,280","117,075",B1090,"119,010",0,545,545,0
,"114,930","117,070",B1090,"117,280",3,543,545,1
,"120,660","117,075",B1090,"118,970",0,546,546,0
,"115,650","117,070",B1090,"117,280",3,544,546,1
,"114,960","117,070",B1090,"116,465",3,545,546,2
,"120,420","117,070",B1090,"117,280",3,545,547,1
,"112,890","117,070",B1090,"116,465",3,546,547,2
,"117,630","117,070",B1090,"117,280",3,546,548,1
,"121,560","117,075",B1090,"117,455",0,549,549,0
,"120,560","117,080",B1090,"117,630",1,549,549,1
,"104,360","117,075",B1090,"117,455",0,550,550,0
,"120,830","117,080",B1090,"117,630",1,550,550,1
,"120,230","117,090",B1090,"118,930",0,551,551,0
2/9/22 12:00 AM,"115,250","117,080",B1104,"115,250",1,551,551,1
,"118,640","117,090",B1104,"116,945",0,552,552,0
,"119,730","117,100",B1104,"118,640",1,552,552,1
,"73,170","117,090",B1104,"116,945",0,553,553,0
,"116,930","117,080",B1104,"116,930",1,553,553,1
,"120,220","117,090",B1104,"117,785",0,554,554,0
,"121,270","117,100",B1104,"118,640",1,554,554,1
,"110,850","117,090",B1104,"117,785",0,555,555,0
,"116,560","117,080",B1104,"116,930",1,555,555,1
,"116,120","117,075",B1104,"116,745",0,556,556,0
2/10/22 12:00 AM,"120,000","117,080",B1114,"120,000",1,556,556,1
,"108,660","117,075",B1114,"114,330",0,557,557,0
,"116,390","117,070",B1114,"116,390",3,555,557,1
,"121,030","117,075",B1114,"118,195",0,558,558,0
,"117,240","117,080",B1114,"117,240",1,558,558,1
,"119,380","117,090",B1114,"118,310",0,559,559,0
,"116,310","117,080",B1114,"117,240",1,559,559,1
,"119,370","117,090",B1114,"118,305",0,560,560,0
,"106,470","117,080",B1114,"117,240",1,560,560,1
,"120,170","117,090",B1114,"118,305",0,561,561,0
,"119,460","117,100",B1114,"119,370",1,561,561,1
,"118,370","117,105",B1114,"118,870",0,562,562,0
,"120,200","117,110",B1114,"119,370",1,562,562,1
2/11/22 12:00 AM,"118,970","117,130",B1127,"118,970",0,563,563,0
,"119,340","117,150",B1127,"119,155",1,563,563,1
,"107,350","117,130",B1127,"118,970",0,564,564,0
,"95,560","117,110",B1127,"113,160",1,564,564,1
,"117,500","117,130",B1127,"117,500",0,565,565,0
,"121,090","117,150",B1127,"118,235",1,565,565,1
,"121,320","117,155",B1127,"118,970",0,566,566,0
,"120,540","117,160",B1127,"119,155",1,566,566,1
,"106,110","117,155",B1127,"118,970",0,567,567,0
,"118,440","117,160",B1127,"118,705",1,567,567,1
,"119,650","117,165",B1127,"118,970",0,568,568,0
,"113,620","117,160",B1127,"118,705",1,568,568,1
,"93,820","117,155",B1127,"118,440",0,569,569,0
,"119,840","117,160",B1127,"118,705",1,569,569,1
,"119,120","117,165",B1127,"118,970",0,570,570,0
,"119,060","117,170",B1127,"119,015",2,570,569,3
,"118,860","117,170",B1127,"118,970",2,570,570,2
,"118,560","117,170",B1127,"118,915",2,570,571,1
,"120,040","117,175",B1127,"118,970",0,572,572,0
,"115,650","117,170",B1127,"118,915",2,571,572,1
,"118,180","117,175",B1127,"118,860",0,573,573,0
,"119,080","117,180",B1127,"118,915",2,573,572,3
,"121,110","117,180",B1127,"118,970",2,573,573,2
,"118,040","117,180",B1127,"118,915",2,573,574,1
,520,"117,180",B1127,"118,860",2,574,574,2
,"116,080","117,180",B1127,"118,710",2,575,574,3
,"116,210","117,175",B1127,"118,560",0,576,576,0
,"120,550","117,180",B1127,"118,710",2,576,575,3
,"117,580","117,180",B1127,"118,560",2,576,576,2
2/13/22 12:00 AM,"115,150","117,180",B1156,"115,150",2,577,576,3
,"92,820","117,175",B1156,"103,985",0,578,578,0
,"105,520","117,170",B1156,"105,520",2,577,578,1
,"113,550","117,170",B1156,"109,535",2,578,578,2
2/14/22 12:00 AM,"118,150","117,170",B1160,"118,150",2,578,579,1
,"115,920","117,170",B1160,"117,035",2,579,579,2
,"117,630","117,170",B1160,"117,630",2,579,580,1
,"116,080","117,170",B1160,"116,855",2,580,580,2
,"119,630","117,170",B1160,"117,630",2,580,581,1
,"119,980","117,175",B1160,"117,890",0,582,582,0
,520,"117,170",B1160,"117,630",2,581,582,1
2/15/22 12:00 AM,"118,750","117,175",B1167,"118,750",0,583,583,0
,"104,110","117,170",B1167,"111,430",2,582,583,1
,"112,890","117,170",B1167,"112,890",2,583,583,2
,"115,960","117,170",B1167,"114,425",2,584,583,3
,"117,350","117,170",B1167,"115,960",2,584,584,2
,"118,350","117,170",B1167,"116,655",2,584,585,1
,"116,210","117,170",B1167,"116,210",2,585,585,2
,"115,400","117,170",B1167,"116,085",2,586,585,3
,"116,590","117,165",B1167,"116,210",0,587,587,0
,"92,310","117,160",B1167,"116,085",1,587,587,1
,"120,040","117,165",B1167,"116,210",0,588,588,0
,"102,400","117,160",B1167,"116,085",1,588,588,1
,"119,630","117,165",B1167,"116,210",0,589,589,0
,"117,630","117,170",B1167,"116,400",2,589,588,3
2/16/22 12:00 AM,"107,200","117,165",B1181,"107,200",0,590,590,0
,"118,970","117,170",B1181,"113,085",2,590,589,3
,"120,660","117,170",B1181,"118,970",2,590,590,2
,"119,890","117,170",B1181,"119,430",2,590,591,1
,"121,060","117,175",B1181,"119,890",0,592,592,0
,"114,000","117,170",B1181,"119,430",2,591,592,1
,"119,800","117,175",B1181,"119,800",0,593,593,0
,"115,850","117,170",B1181,"119,385",2,592,593,1
,"118,830","117,175",B1181,"118,970",0,594,594,0
,"117,730","117,180",B1181,"118,900",2,594,593,3
,"113,550","117,175",B1181,"118,830",0,595,595,0
,"118,650","117,180",B1181,"118,740",2,595,594,3
,"118,510","117,180",B1181,"118,650",2,595,595,2
,"118,320","117,180",B1181,"118,580",2,595,596,1
2/17/22 12:00 AM,"119,110","117,185",B1195,"119,110",0,597,597,0
,"118,400","117,190",B1195,"118,755",2,597,596,3
,"116,040","117,185",B1195,"118,400",0,598,598,0
,"118,710","117,190",B1195,"118,555",2,598,597,3
,"117,140","117,185",B1195,"118,400",0,599,599,0
,"111,680","117,180",B1195,"117,770",2,598,599,1
,"111,390","117,180",B1195,"117,140",2,599,599,2
,"99,230","117,180",B1195,"116,590",2,600,599,3
,"118,430","117,180",B1195,"117,140",2,600,600,2
